@relation localiz

@attribute a1 {A01,A02,A03,A04,A05,B01,B02,B03,B04,B05,C01,C02,C03,C04,C05,D01,D02,D03,D04,D05,E01,E02,E03,E04,E05}
@attribute a2 {010-000-024-033,020-000-033-111,020-000-032-221,010-000-030-096}
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute binaryClass {P,N}

@data
E01,010-000-024-033,6.3379E17,3.992896,1.406212,0.512868,P
D03,010-000-024-033,6.3379E17,2.874228,2.054925,-0.231917,N
A02,010-000-024-033,6.3379E17,3.570237,1.489744,0.410552,P
A05,020-000-032-221,6.3379E17,1.647262,2.363151,0.520687,P
D05,010-000-024-033,6.3379E17,2.745136,1.955104,0.591345,P
E02,010-000-024-033,6.3379E17,1.531247,1.660513,-0.18011,N
D05,020-000-033-111,6.3379E17,3.64989,1.984179,1.369392,N
C05,020-000-033-111,6.3379E17,2.92945,2.393959,1.294162,N
C01,020-000-032-221,6.3379E17,1.721944,1.889947,0.941838,N
D01,020-000-033-111,6.3379E17,1.355329,2.142815,0.571235,P
A04,010-000-030-096,6.3379E17,2.814736,2.809896,0.178563,P
E04,010-000-030-096,6.3379E17,3.430843,0.854701,0.445457,P
E05,010-000-024-033,6.3379E17,2.85722,2.712488,0.373524,P
A01,020-000-032-221,6.3379E17,1.814592,2.694305,-0.233579,P
D02,010-000-030-096,6.3379E17,3.442719,1.357515,0.440842,P
A02,020-000-032-221,6.3379E17,2.251025,1.618693,0.941889,N
E01,010-000-030-096,6.3379E17,4.204032,1.167089,0.359766,P
B01,020-000-033-111,6.3379E17,1.669287,1.047812,-0.438431,P
E02,010-000-024-033,6.3379E17,2.161864,2.107197,-0.106765,P
A02,010-000-024-033,6.3379E17,2.247026,1.406538,-0.033452,P
A05,020-000-032-221,6.3379E17,1.645525,2.364601,0.597512,P
A05,020-000-032-221,6.3379E17,3.98511,1.064653,0.347532,P
D05,010-000-030-096,6.3379E17,2.596583,1.882009,-0.151999,P
D02,020-000-032-221,6.3379E17,4.989693,2.093511,1.142122,N
C05,020-000-032-221,6.3379E17,4.025484,1.595759,0.29876,P
A04,010-000-030-096,6.3379E17,3.414796,1.177407,0.330187,P
E01,010-000-024-033,6.3379E17,2.1216,1.869894,-0.11606,P
B05,010-000-030-096,6.3379E17,3.224639,1.019738,0.209187,P
B02,010-000-030-096,6.3379E17,1.339685,1.669194,-0.090774,P
D01,020-000-033-111,6.3379E17,1.099227,2.489283,0.355563,P
A04,020-000-032-221,6.3379E17,3.071452,1.691445,0.464474,N
C03,010-000-030-096,6.3379E17,1.540242,1.306874,0.086014,N
C03,020-000-033-111,6.3379E17,4.42226,1.412492,0.359104,P
E02,010-000-030-096,6.3379E17,2.437763,2.10164,0.285954,P
B03,020-000-032-221,6.3379E17,1.371053,2.672429,0.431951,P
E05,010-000-024-033,6.3379E17,3.082022,2.276022,0.362011,N
C04,010-000-024-033,6.3379E17,3.311205,1.059954,0.416818,P
C04,010-000-030-096,6.3379E17,2.706423,2.293196,0.473751,P
E05,020-000-032-221,6.3379E17,4.074147,1.163245,0.197888,P
C01,010-000-030-096,6.3379E17,4.59337,2.036599,0.198732,N
E04,020-000-033-111,6.3379E17,4.899977,1.39803,0.161627,P
B02,020-000-033-111,6.3379E17,4.66269,1.384762,0.613745,P
E05,010-000-024-033,6.3379E17,2.918575,2.418706,0.283161,P
A02,010-000-030-096,6.3379E17,3.670476,1.103357,0.422225,P
A02,010-000-030-096,6.3379E17,2.531744,2.289803,0.540576,P
A04,020-000-033-111,6.3379E17,4.476807,1.105905,0.40195,P
E05,010-000-024-033,6.3379E17,2.370529,1.308982,0.110364,N
C05,010-000-024-033,6.3379E17,2.662383,2.42826,0.395175,P
E03,010-000-030-096,6.3379E17,2.4324,1.970165,0.36332,N
B04,020-000-032-221,6.3379E17,4.040396,1.26344,0.301625,P
A02,020-000-033-111,6.3379E17,1.052524,2.419232,0.184234,P
C04,020-000-032-221,6.3379E17,4.10267,1.302658,0.196985,P
A05,010-000-030-096,6.3379E17,2.008005,2.343824,0.364252,P
C05,010-000-030-096,6.3379E17,2.561853,2.345805,0.476666,P
E04,010-000-030-096,6.3379E17,3.016281,1.67056,0.379927,N
E05,010-000-030-096,6.3379E17,2.791613,2.136017,0.3125,P
E04,010-000-024-033,6.3379E17,1.715073,1.005598,-0.553114,N
E01,010-000-030-096,6.3379E17,4.126399,1.327801,0.215634,P
A01,010-000-024-033,6.3379E17,2.342815,2.338137,0.604335,P
A03,010-000-030-096,6.3379E17,2.737241,2.398769,0.64062,P
B05,010-000-024-033,6.3379E17,2.496697,2.441759,0.435824,P
B01,010-000-024-033,6.3379E17,2.909664,1.354794,0.344058,N
A02,020-000-033-111,6.3379E17,1.255981,2.285401,0.357849,P
B05,020-000-032-221,6.3379E17,2.120653,1.438498,0.737527,N
D01,010-000-030-096,6.3379E17,2.965625,1.864537,-0.02374,P
A03,020-000-032-221,6.3379E17,1.648056,2.378726,0.392798,P
D03,020-000-033-111,6.3379E17,1.065465,2.375375,0.233299,P
D03,010-000-024-033,6.3379E17,1.172958,1.545299,-0.238954,N
A02,010-000-024-033,6.3379E17,3.656761,1.403883,0.365574,P
C03,010-000-024-033,6.3379E17,3.260707,1.339027,0.451156,P
A05,010-000-030-096,6.3379E17,2.543584,2.003106,0.25573,P
C04,020-000-033-111,6.3379E17,1.30273,1.436919,1.329921,N
A05,010-000-024-033,6.3379E17,2.09709,1.809617,0.399326,N
D05,010-000-030-096,6.3379E17,3.673099,0.989283,0.222784,P
C03,010-000-030-096,6.3379E17,2.605574,2.531995,0.510714,P
A01,020-000-033-111,6.3379E17,5.011202,1.508126,0.447853,P
C04,020-000-032-221,6.3379E17,2.417972,1.703068,0.79296,N
E01,020-000-032-221,6.3379E17,3.271939,2.256394,1.109796,N
D04,010-000-030-096,6.3379E17,2.871765,1.67243,-0.002291,P
D02,020-000-032-221,6.3379E17,1.391231,2.126541,0.401728,P
E04,010-000-030-096,6.3379E17,2.190904,1.579116,0.572875,N
B03,010-000-030-096,6.3379E17,1.261859,1.691229,-0.0629,P
C03,020-000-032-221,6.3379E17,2.54689,1.882249,0.821703,N
D05,020-000-032-221,6.3379E17,3.90606,1.767237,0.980158,N
B02,020-000-032-221,6.3379E17,1.487132,2.424601,0.44341,P
E05,020-000-033-111,6.3379E17,0.949214,1.417413,0.452683,P
C03,020-000-032-221,6.3379E17,3.283939,1.422014,0.779634,N
E03,010-000-024-033,6.3379E17,2.137805,1.965239,0.216733,N
D03,020-000-033-111,6.3379E17,4.415525,1.208742,0.327792,P
A01,020-000-033-111,6.3379E17,2.016285,1.683126,1.16536,N
C03,020-000-033-111,6.3379E17,4.399994,1.50738,0.314877,P
E03,010-000-024-033,6.3379E17,2.735937,2.715117,0.526221,P
E04,010-000-030-096,6.3379E17,3.38054,0.835137,0.38797,P
A02,020-000-032-221,6.3379E17,3.907968,1.868362,1.347288,N
C05,010-000-030-096,6.3379E17,3.061581,1.471641,0.276034,P
E03,020-000-033-111,6.3379E17,1.096242,2.504138,0.383783,P
E01,020-000-032-221,6.3379E17,4.834176,1.074234,0.185196,P
B05,020-000-033-111,6.3379E17,4.460515,0.798155,0.140988,P
C01,010-000-024-033,6.3379E17,2.052517,1.456594,0.011235,N
C03,010-000-024-033,6.3379E17,2.819035,2.492887,0.152712,P
C01,020-000-032-221,6.3379E17,1.770714,1.315826,0.932071,N
E03,010-000-030-096,6.3379E17,3.188561,1.532363,0.169033,P
B04,020-000-033-111,6.3379E17,2.785286,1.153959,1.025258,N
D01,020-000-032-221,6.3379E17,3.638839,2.11718,1.235489,P
C01,020-000-032-221,6.3379E17,4.196327,1.53029,0.149809,P
E03,010-000-030-096,6.3379E17,2.435555,2.39997,0.428043,P
E04,010-000-024-033,6.3379E17,2.835043,2.245603,0.420299,P
D02,020-000-032-221,6.3379E17,1.659766,2.408484,0.25573,P
C04,020-000-032-221,6.3379E17,4.374458,1.424771,0.356333,P
E03,010-000-024-033,6.3379E17,3.608618,1.78302,0.369144,P
A02,020-000-033-111,6.3379E17,1.13897,2.340625,0.253327,P
C03,020-000-033-111,6.3379E17,2.940963,1.827852,1.333485,N
C03,020-000-032-221,6.3379E17,2.957724,1.817183,0.416302,N
C01,010-000-024-033,6.3379E17,3.12748,1.432203,-0.029206,P
D02,020-000-033-111,6.3379E17,1.77045,1.789198,1.503502,N
D02,010-000-030-096,6.3379E17,1.699289,1.828531,0.21912,N
A04,010-000-030-096,6.3379E17,3.417311,1.202562,0.422208,P
C04,010-000-030-096,6.3379E17,2.475942,2.43858,0.461938,P
B05,020-000-033-111,6.3379E17,2.543354,2.002638,-0.094847,P
E01,020-000-032-221,6.3379E17,2.719386,1.835249,0.675309,N
E01,010-000-024-033,6.3379E17,2.945884,1.570164,0.073007,N
C01,010-000-024-033,6.3379E17,3.361803,1.551821,0.172055,P
A04,020-000-033-111,6.3379E17,2.777257,1.364332,0.997445,N
E03,020-000-032-221,6.3379E17,1.934077,2.037314,0.505154,N
D04,010-000-024-033,6.3379E17,2.634809,1.732512,0.057232,N
E01,020-000-033-111,6.3379E17,5.131699,0.474583,0.922544,P
E01,010-000-030-096,6.3379E17,3.725496,1.096859,0.211176,P
A05,010-000-030-096,6.3379E17,3.097462,0.588058,-0.025715,P
B03,020-000-032-221,6.3379E17,1.617288,2.369532,0.521717,P
C02,010-000-024-033,6.3379E17,1.747173,1.739296,-0.009144,N
A03,020-000-033-111,6.3379E17,1.363505,2.38096,0.303084,P
B05,020-000-032-221,6.3379E17,1.554639,2.496342,0.585988,P
D02,010-000-030-096,6.3379E17,3.259282,1.733403,0.12864,P
B01,010-000-030-096,6.3379E17,1.778055,1.342246,-0.051647,N
B02,010-000-024-033,6.3379E17,3.291434,1.469377,0.558687,P
D01,020-000-033-111,6.3379E17,1.758752,1.446733,1.273675,N
E03,020-000-032-221,6.3379E17,3.127331,2.07082,0.301801,P
C03,010-000-030-096,6.3379E17,3.183698,1.72711,-0.074367,N
C04,010-000-030-096,6.3379E17,3.197216,2.080545,0.148003,N
C05,010-000-030-096,6.3379E17,3.029222,1.353813,0.43895,P
C01,020-000-033-111,6.3379E17,3.061944,2.012584,1.214954,N
A04,010-000-024-033,6.3379E17,3.529439,1.60187,0.529947,P
E01,010-000-030-096,6.3379E17,3.719383,1.449527,0.605592,N
B01,010-000-024-033,6.3379E17,2.510908,2.563339,0.458886,P
E05,010-000-024-033,6.3379E17,3.826935,1.851961,0.436627,P
C01,010-000-030-096,6.3379E17,2.653119,2.691883,0.434957,P
B02,010-000-030-096,6.3379E17,2.797518,2.128091,0.358296,P
C01,010-000-030-096,6.3379E17,2.495687,2.397672,0.461344,P
E01,010-000-024-033,6.3379E17,2.602582,2.420434,0.301821,P
B01,020-000-033-111,6.3379E17,1.275152,2.558228,0.356466,P
D01,020-000-032-221,6.3379E17,1.683428,1.722693,0.964765,N
E03,010-000-030-096,6.3379E17,4.200206,1.93273,0.455185,N
E02,010-000-024-033,6.3379E17,2.717702,2.721609,0.446416,P
B05,020-000-032-221,6.3379E17,1.402886,2.656281,0.4532,P
D03,010-000-030-096,6.3379E17,2.749033,1.870494,-0.088115,P
A02,020-000-032-221,6.3379E17,1.597264,2.363902,0.390512,P
C03,010-000-024-033,6.3379E17,3.222238,1.00771,0.554425,P
A03,020-000-033-111,6.3379E17,4.565039,1.226497,0.204633,P
A03,010-000-030-096,6.3379E17,3.281753,1.383606,0.499495,P
C01,010-000-030-096,6.3379E17,1.25644,1.415491,-0.055493,N
D02,020-000-033-111,6.3379E17,4.633336,1.382657,0.157548,P
A02,020-000-032-221,6.3379E17,1.722097,2.347744,0.448307,P
A01,010-000-024-033,6.3379E17,3.357343,1.475136,0.521443,P
E05,010-000-030-096,6.3379E17,3.454668,1.687642,0.379434,P
D04,020-000-032-221,6.3379E17,3.804659,1.118225,0.131094,P
E01,020-000-033-111,6.3379E17,4.999489,1.215813,0.402862,P
B02,010-000-030-096,6.3379E17,2.870939,1.967735,0.099386,N
B01,010-000-024-033,6.3379E17,2.707225,2.164946,0.440376,P
C02,010-000-024-033,6.3379E17,3.241895,1.404811,0.23745,N
E01,020-000-032-221,6.3379E17,4.54373,1.179225,0.269194,P
E03,020-000-033-111,6.3379E17,4.090584,1.419071,0.324536,P
A02,010-000-030-096,6.3379E17,3.646477,1.156474,0.4717,P
C03,020-000-033-111,6.3379E17,1.520408,1.550997,1.435876,N
B04,010-000-024-033,6.3379E17,2.762403,1.018447,0.399492,N
C03,010-000-030-096,6.3379E17,1.857741,1.2418,0.197557,N
C04,010-000-030-096,6.3379E17,3.366244,1.305627,0.434978,P
B01,020-000-032-221,6.3379E17,2.444111,1.419381,1.018721,N
A02,020-000-033-111,6.3379E17,4.677965,1.27407,0.274478,P
B01,020-000-033-111,6.3379E17,1.516745,1.423807,1.350914,N
D05,020-000-032-221,6.3379E17,1.931202,1.743252,0.860002,N
C04,020-000-032-221,6.3379E17,1.587174,2.246029,0.33904,P
B03,020-000-032-221,6.3379E17,4.320628,0.880389,-0.333794,P
E04,020-000-032-221,6.3379E17,3.544252,2.232334,1.061141,P
C02,010-000-030-096,6.3379E17,3.64673,1.33833,0.3614,P
A03,010-000-030-096,6.3379E17,2.607618,2.534255,0.533755,P
A03,020-000-033-111,6.3379E17,2.975642,1.4744,1.022745,N
D03,010-000-024-033,6.3379E17,2.4798,1.681494,0.33017,N
E04,010-000-024-033,6.3379E17,2.925951,2.584001,0.531552,P
D03,020-000-033-111,6.3379E17,3.814388,1.76045,1.354834,N
D01,010-000-030-096,6.3379E17,2.130078,1.710076,0.113956,P
B01,010-000-030-096,6.3379E17,2.74871,1.467287,0.325363,N
A05,020-000-032-221,6.3379E17,4.266901,1.603647,0.683577,P
E05,020-000-033-111,6.3379E17,1.263991,2.387501,0.508361,P
E01,020-000-032-221,6.3379E17,5.104025,1.264467,0.212741,P
A04,020-000-032-221,6.3379E17,4.068439,1.057875,0.504189,P
A01,020-000-033-111,6.3379E17,4.42484,1.471907,-0.106744,P
B02,020-000-032-221,6.3379E17,2.202421,1.706886,0.807374,N
D02,010-000-024-033,6.3379E17,2.926345,1.650816,-0.088091,P
A01,010-000-024-033,6.3379E17,2.40371,2.322309,0.444585,P
C04,010-000-024-033,6.3379E17,3.292719,1.088471,0.337737,P
C04,020-000-033-111,6.3379E17,1.387851,1.433779,1.319262,N
E03,010-000-024-033,6.3379E17,3.616764,1.771494,0.138636,P
A02,020-000-032-221,6.3379E17,2.285537,2.035027,0.767664,N
E05,010-000-030-096,6.3379E17,2.148264,1.783804,0.21733,N
E02,020-000-033-111,6.3379E17,1.418039,1.595328,1.135543,N
E05,020-000-032-221,6.3379E17,3.090794,1.529292,0.722841,N
A03,020-000-032-221,6.3379E17,1.616289,2.211119,0.450206,P
E01,020-000-033-111,6.3379E17,3.765348,1.982073,1.320825,N
B02,020-000-033-111,6.3379E17,1.323696,2.641397,0.316969,P
D04,020-000-032-221,6.3379E17,1.54379,1.899462,0.161246,P
C01,010-000-030-096,6.3379E17,2.439449,2.4878,0.452909,P
D02,020-000-033-111,6.3379E17,2.846169,1.638681,1.287389,N
B03,010-000-024-033,6.3379E17,2.632541,2.248392,0.324266,P
B03,020-000-033-111,6.3379E17,1.143802,2.56193,0.330695,P
D02,010-000-024-033,6.3379E17,2.76966,1.790571,-0.00921,P
D02,010-000-030-096,6.3379E17,3.948103,2.002172,0.219823,N
E01,020-000-032-221,6.3379E17,3.556042,1.443372,0.795259,N
E04,020-000-032-221,6.3379E17,2.120106,1.958926,0.687081,N
E04,020-000-033-111,6.3379E17,2.978958,2.017795,0.054379,P
E05,010-000-030-096,6.3379E17,2.625873,2.024442,0.203369,N
E01,010-000-024-033,6.3379E17,3.839043,1.002556,0.17063,P
B05,020-000-032-221,6.3379E17,3.292038,-0.060674,1.141163,P
D02,010-000-024-033,6.3379E17,3.134239,1.264454,0.493632,P
C05,020-000-033-111,6.3379E17,2.050743,1.682668,1.057093,N
E04,020-000-032-221,6.3379E17,2.974609,1.934899,0.052517,N
D02,010-000-030-096,6.3379E17,2.910002,1.028944,-0.016257,P
E02,010-000-024-033,6.3379E17,3.434832,1.228563,0.271601,P
D01,010-000-030-096,6.3379E17,2.655335,1.792253,0.295188,N
B01,020-000-033-111,6.3379E17,2.333327,1.467032,1.213345,N
B02,020-000-032-221,6.3379E17,4.322444,1.09781,0.385247,P
C01,010-000-030-096,6.3379E17,1.94037,1.27749,0.274212,N
D01,010-000-024-033,6.3379E17,2.511967,2.675946,0.379433,P
D01,020-000-032-221,6.3379E17,3.490798,2.251514,1.187401,P
A04,010-000-024-033,6.3379E17,2.969736,1.152201,0.021969,P
A03,020-000-032-221,6.3379E17,1.681691,2.438231,0.416317,P
B04,020-000-032-221,6.3379E17,2.37578,1.903704,0.79837,N
C02,010-000-024-033,6.3379E17,3.625652,1.593936,0.923003,P
E02,020-000-033-111,6.3379E17,1.955848,1.263264,1.122652,N
E03,020-000-032-221,6.3379E17,4.107669,1.572754,0.329522,P
E01,010-000-024-033,6.3379E17,1.645907,1.434351,-0.06257,N
E05,010-000-024-033,6.3379E17,2.842323,2.343734,0.479563,P
A02,020-000-033-111,6.3379E17,2.739551,1.825179,1.278912,N
A01,020-000-033-111,6.3379E17,4.402314,1.372839,0.337508,P
D01,010-000-030-096,6.3379E17,3.230492,1.164659,0.303489,P
B04,010-000-030-096,6.3379E17,3.371497,1.580898,0.482331,P
D04,010-000-024-033,6.3379E17,3.896935,2.122916,0.490864,N
A02,020-000-033-111,6.3379E17,2.837408,1.757131,1.007521,N
C03,020-000-032-221,6.3379E17,1.672908,2.264696,0.366735,P
B04,010-000-024-033,6.3379E17,2.695662,2.437251,0.290962,P
E02,010-000-030-096,6.3379E17,2.016133,1.851691,0.152104,P
E05,020-000-033-111,6.3379E17,1.256119,2.419125,0.468752,P
B04,010-000-030-096,6.3379E17,2.568552,2.408609,0.517415,P
E05,020-000-033-111,6.3379E17,0.162538,2.016968,1.180894,P
B04,010-000-030-096,6.3379E17,2.017012,2.253392,0.556284,N
C03,010-000-024-033,6.3379E17,3.253911,1.906655,0.285525,P
C05,020-000-033-111,6.3379E17,1.27294,2.333835,0.16218,P
B01,020-000-032-221,6.3379E17,1.635823,2.343661,0.437468,P
A05,010-000-030-096,6.3379E17,1.998041,2.351526,0.309122,P
D04,010-000-030-096,6.3379E17,2.601418,1.014196,0.053989,N
D03,010-000-024-033,6.3379E17,2.578754,1.854761,0.093383,N
A05,020-000-032-221,6.3379E17,4.047647,0.8854,0.51609,P
E04,010-000-030-096,6.3379E17,2.712329,2.173849,0.443231,P
A05,010-000-030-096,6.3379E17,3.61184,1.025277,0.205934,P
D03,010-000-030-096,6.3379E17,3.067004,1.078932,0.187244,N
E02,020-000-032-221,6.3379E17,4.206568,1.172821,0.384381,P
C04,020-000-033-111,6.3379E17,4.602923,1.498021,0.283713,P
C04,010-000-030-096,6.3379E17,1.281869,1.805282,-0.234124,N
A02,020-000-032-221,6.3379E17,1.729586,2.388189,0.460533,P
A04,020-000-033-111,6.3379E17,4.339976,1.071974,0.230531,P
A05,020-000-032-221,6.3379E17,3.091771,2.13837,0.86875,N
D02,020-000-032-221,6.3379E17,3.61467,2.247164,1.237155,P
E02,020-000-032-221,6.3379E17,3.420608,2.350208,1.137478,P
C05,020-000-032-221,6.3379E17,3.030853,1.729144,0.828554,N
E01,010-000-024-033,6.3379E17,3.887748,1.508974,0.322029,P
B01,010-000-024-033,6.3379E17,2.142446,2.00397,0.126701,N
A05,020-000-032-221,6.3379E17,3.752044,0.900134,0.704061,P
A03,010-000-024-033,6.3379E17,3.40505,1.269976,0.388215,P
D03,010-000-030-096,6.3379E17,2.381166,1.59429,0.40295,N
B05,020-000-032-221,6.3379E17,2.442208,0.819463,0.229748,P
C04,010-000-030-096,6.3379E17,2.252632,1.870699,0.125895,N
C03,010-000-024-033,6.3379E17,2.305815,1.687719,0.000192,N
C02,010-000-030-096,6.3379E17,3.584718,1.155724,0.412851,P
A01,020-000-032-221,6.3379E17,1.188572,2.706369,-0.528479,P
B01,010-000-024-033,6.3379E17,3.069148,1.447109,-0.296897,N
E04,020-000-032-221,6.3379E17,3.290372,1.218452,0.852633,N
A02,020-000-032-221,6.3379E17,3.252216,1.948112,0.77586,N
A02,010-000-030-096,6.3379E17,3.585977,1.337353,0.320412,N
D01,020-000-032-221,6.3379E17,3.819357,1.238481,0.400932,P
D05,020-000-032-221,6.3379E17,2.411926,1.536197,0.959154,N
E04,010-000-030-096,6.3379E17,3.357604,0.84375,0.434652,P
C01,020-000-033-111,6.3379E17,3.43521,1.812267,1.168208,N
B03,010-000-024-033,6.3379E17,3.04004,2.00271,0.212486,N
B03,010-000-030-096,6.3379E17,2.907577,0.973516,-0.01983,P
E04,010-000-024-033,6.3379E17,2.869923,2.55821,0.516667,P
A02,010-000-024-033,6.3379E17,3.122492,1.795167,0.079143,N
A01,010-000-024-033,6.3379E17,3.390314,1.297667,0.136105,P
A01,010-000-030-096,6.3379E17,3.442623,1.884611,0.122687,N
C03,010-000-030-096,6.3379E17,1.094156,1.69705,0.654879,N
B05,020-000-032-221,6.3379E17,2.62213,1.696213,0.658438,N
C04,010-000-030-096,6.3379E17,4.422564,2.663509,0.139217,N
A04,020-000-032-221,6.3379E17,1.77446,2.444735,0.233442,P
E05,010-000-024-033,6.3379E17,3.178676,1.447398,0.134333,P
B01,010-000-024-033,6.3379E17,2.124418,1.953306,0.085924,N
E05,010-000-024-033,6.3379E17,3.424953,1.450016,0.224258,P
E01,010-000-024-033,6.3379E17,2.812979,2.431872,0.367812,P
C04,010-000-030-096,6.3379E17,2.248154,1.912458,0.303494,N
D03,020-000-032-221,6.3379E17,4.077999,1.595531,-0.034447,P
C05,020-000-033-111,6.3379E17,2.659291,2.399511,1.613413,N
E04,010-000-024-033,6.3379E17,3.125551,2.675246,0.14849,P
D01,010-000-030-096,6.3379E17,2.932552,1.212973,0.321231,P
E01,020-000-033-111,6.3379E17,1.115989,2.281169,-0.004238,P
A01,010-000-024-033,6.3379E17,3.473098,2.281823,0.14417,N
B01,010-000-024-033,6.3379E17,2.74695,2.37446,0.542871,P
A02,020-000-033-111,6.3379E17,4.706061,1.547276,0.03521,P
C03,010-000-030-096,6.3379E17,2.440727,1.91609,0.26936,P
C01,010-000-024-033,6.3379E17,0.829308,1.155678,-0.349617,P
C02,020-000-032-221,6.3379E17,4.284809,1.274888,0.143639,P
E05,020-000-032-221,6.3379E17,3.603357,2.265138,1.098707,P
E05,010-000-030-096,6.3379E17,2.800671,2.056178,0.293444,P
B03,010-000-030-096,6.3379E17,2.270486,1.61254,0.023117,N
A03,010-000-030-096,6.3379E17,2.726657,2.413156,0.616687,P
C02,020-000-032-221,6.3379E17,1.927388,1.629184,0.972911,N
E03,020-000-032-221,6.3379E17,1.539362,2.081343,0.141454,P
E01,020-000-033-111,6.3379E17,2.935338,1.569464,1.141807,N
D04,010-000-024-033,6.3379E17,2.942905,1.460204,0.162022,P
E03,010-000-030-096,6.3379E17,2.635175,1.869834,-0.070334,P
B04,020-000-032-221,6.3379E17,4.086367,1.279274,0.373681,P
E03,010-000-030-096,6.3379E17,1.759187,1.018026,0.142473,N
C04,010-000-024-033,6.3379E17,1.657539,0.618268,1.48391,N
B05,020-000-032-221,6.3379E17,4.341304,-0.1426,-0.345564,P
A04,010-000-024-033,6.3379E17,2.290107,1.570874,0.114656,N
D05,010-000-024-033,6.3379E17,1.961992,1.611038,0.126806,N
C04,010-000-030-096,6.3379E17,3.247633,1.148303,0.5145,P
D04,020-000-032-221,6.3379E17,2.201624,1.796057,0.981767,N
B04,010-000-030-096,6.3379E17,1.891595,1.945613,0.160076,N
C03,020-000-033-111,6.3379E17,2.8482,1.828103,1.394313,N
A02,010-000-030-096,6.3379E17,3.668642,1.16794,0.431837,P
B01,020-000-032-221,6.3379E17,1.502856,2.396029,0.425039,P
C02,020-000-032-221,6.3379E17,1.585334,1.917918,0.045758,P
E01,010-000-024-033,6.3379E17,2.174463,1.907678,0.085461,N
A04,010-000-024-033,6.3379E17,2.969736,1.152201,0.021969,P
B04,020-000-033-111,6.3379E17,2.458546,1.615723,1.295389,N
C02,010-000-024-033,6.3379E17,1.658346,1.566442,-0.056475,N
B05,010-000-024-033,6.3379E17,3.182579,1.295888,0.348614,P
A04,010-000-030-096,6.3379E17,2.22602,2.581064,0.225883,P
B04,010-000-030-096,6.3379E17,2.65523,2.452223,0.707908,P
D02,010-000-024-033,6.3379E17,2.128337,1.539311,0.107723,N
A04,020-000-033-111,6.3379E17,3.784463,1.966501,1.222654,N
D04,010-000-024-033,6.3379E17,3.815503,2.076116,0.113392,N
D02,010-000-030-096,6.3379E17,2.919502,1.058336,0.065972,P
B05,010-000-030-096,6.3379E17,3.340158,0.928785,0.090185,P
E03,020-000-032-221,6.3379E17,4.171893,1.63998,0.301397,P
C02,020-000-032-221,6.3379E17,1.736563,2.648126,0.187329,P
D04,010-000-024-033,6.3379E17,3.800993,1.692303,0.417896,N
D03,020-000-033-111,6.3379E17,4.457002,1.367141,0.130377,P
C05,010-000-030-096,6.3379E17,1.166684,1.336965,0.216916,N
E05,010-000-024-033,6.3379E17,2.834202,2.472137,0.372661,P
D04,010-000-030-096,6.3379E17,2.241347,1.200084,0.151212,P
A03,020-000-033-111,6.3379E17,4.500959,1.23634,0.25552,P
B02,010-000-024-033,6.3379E17,3.251222,1.199179,0.589008,P
A02,020-000-033-111,6.3379E17,1.115242,2.336908,0.218785,P
A03,010-000-024-033,6.3379E17,3.36207,1.405819,0.175951,N
A01,020-000-033-111,6.3379E17,0.853554,1.933789,0.368479,P
C03,020-000-032-221,6.3379E17,4.209051,1.662192,0.427033,P
B01,010-000-030-096,6.3379E17,2.965021,2.567152,0.501151,P
D02,010-000-024-033,6.3379E17,2.835768,2.24825,0.409323,P
B04,010-000-030-096,6.3379E17,2.420577,1.728711,0.095294,N
E01,020-000-032-221,6.3379E17,4.446765,1.098885,0.242084,P
D05,020-000-033-111,6.3379E17,1.150391,2.495951,0.300597,P
A05,020-000-032-221,6.3379E17,2.715621,1.704001,0.728427,N
A04,020-000-032-221,6.3379E17,4.337444,1.469977,0.636968,P
C04,020-000-032-221,6.3379E17,4.374458,1.424771,0.356333,P
A01,010-000-030-096,6.3379E17,2.413201,2.332819,0.401525,P
D01,020-000-032-221,6.3379E17,3.610579,2.23994,1.163342,P
B05,020-000-033-111,6.3379E17,2.330384,1.603055,1.130621,N
E05,020-000-033-111,6.3379E17,2.786682,1.352356,1.505527,N
D04,010-000-030-096,6.3379E17,2.62276,1.202701,0.348609,P
B04,020-000-033-111,6.3379E17,4.540281,1.340654,0.283119,P
B05,010-000-024-033,6.3379E17,2.715988,2.413503,0.278497,P
E05,010-000-030-096,6.3379E17,3.348393,1.38679,0.347591,P
C01,010-000-030-096,6.3379E17,3.197208,1.338419,0.37132,P
E05,020-000-033-111,6.3379E17,1.392804,1.355386,1.445967,N
D05,020-000-032-221,6.3379E17,1.991726,1.713267,0.855817,N
D03,010-000-030-096,6.3379E17,3.234527,2.017124,-0.108506,P
E02,020-000-032-221,6.3379E17,3.578108,0.818559,1.086804,N
A01,010-000-030-096,6.3379E17,2.39531,1.273175,0.06309,N
D04,020-000-033-111,6.3379E17,2.140423,1.290212,1.30649,N
D04,010-000-030-096,6.3379E17,1.921108,2.013573,0.227466,N
A05,020-000-032-221,6.3379E17,4.288016,0.977822,0.0181,P
E05,010-000-024-033,6.3379E17,3.425607,1.450738,0.226569,P
C02,010-000-024-033,6.3379E17,2.615574,2.503051,0.521309,P
B03,010-000-024-033,6.3379E17,3.516513,1.326947,0.615131,P
B03,010-000-030-096,6.3379E17,3.599921,1.793854,0.23803,N
