@relation adult

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-gain2 numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute class {>50K,<=50K}

@data
20,Private,259788,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
33,Private,95530,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
57,Private,185072,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica,<=50K
23,Private,394612,Bachelors,13,Never-married,Tech-support,Own-child,Black,Male,0,0,40,United-States,<=50K
30,Private,226296,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,164775,5th-6th,3,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Guatemala,<=50K
23,Private,71864,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
33,Private,333701,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K
40,Private,147099,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,5,United-States,<=50K
44,Private,204235,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,165745,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,117983,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,41,United-States,<=50K
41,Local-gov,184466,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
59,Private,189721,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Italy,>50K
39,Private,191503,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,308365,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,Male,0,0,38,United-States,<=50K
40,Self-emp-not-inc,167678,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Dominican-Republic,>50K
32,Private,117963,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
56,Private,68452,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
49,Self-emp-not-inc,117634,Some-college,10,Widowed,Craft-repair,Unmarried,White,Female,0,0,30,United-States,<=50K
55,Private,195329,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,2202,0,35,Italy,<=50K
42,Private,126094,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,151835,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,>50K
23,Private,251073,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,244817,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Private,250322,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,35034,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,21,United-States,<=50K
52,Private,101752,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,<=50K
24,Private,190290,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
45,Self-emp-inc,201699,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
18,Private,374969,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,56,United-States,<=50K
53,Local-gov,222405,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
31,Private,103435,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
44,Local-gov,101593,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,42,United-States,<=50K
35,Private,361888,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
29,Private,207064,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
24,Local-gov,155818,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,44,United-States,<=50K
37,Federal-gov,38948,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,79586,Some-college,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,35,India,>50K
34,Private,85632,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
40,Private,229148,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Jamaica,<=50K
64,State-gov,184271,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19,?,455665,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,44,United-States,<=50K
24,Private,153082,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
19,Private,188618,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,24,United-States,<=50K
43,State-gov,165309,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,55764,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,<=50K
42,Private,252518,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
61,Private,149648,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,209131,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,161690,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,186819,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,<=50K
41,Self-emp-not-inc,190290,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,103642,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
37,Private,199251,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
33,State-gov,296282,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Local-gov,177828,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,22494,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Private,425049,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
47,Private,170850,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,<=50K
51,Self-emp-not-inc,22154,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,183598,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,171886,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K
36,Self-emp-not-inc,239415,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
48,Private,227714,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
41,Private,126076,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,<=50K
61,Local-gov,34632,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
32,Private,255424,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
45,Private,246891,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,72,Canada,>50K
31,Local-gov,498267,HS-grad,9,Separated,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
65,Local-gov,125768,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,28,United-States,<=50K
29,Private,167610,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
66,?,168071,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
33,Private,203463,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
24,Private,170277,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
57,Private,102442,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,200700,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,?,262241,HS-grad,9,Never-married,?,Other-relative,White,Male,0,0,40,United-States,<=50K
45,Private,246392,HS-grad,9,Never-married,Priv-house-serv,Unmarried,Black,Female,0,0,30,United-States,<=50K
61,Self-emp-not-inc,39128,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
40,Private,327573,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,529216,Bachelors,13,Divorced,Tech-support,Unmarried,Black,Male,7430,0,45,?,>50K
42,Local-gov,201723,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,353281,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
35,Private,327435,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,>50K
30,Private,24292,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
51,Local-gov,106365,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,105577,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
32,Private,244200,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,Puerto-Rico,<=50K
40,Private,329924,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,30,United-States,<=50K
66,Local-gov,179285,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3432,0,20,United-States,<=50K
18,Self-emp-inc,38307,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States,<=50K
19,Private,426589,HS-grad,9,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
31,Private,220066,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,14344,0,50,United-States,>50K
29,Private,31360,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
59,?,191665,Some-college,10,Widowed,?,Not-in-family,White,Female,0,2205,40,United-States,<=50K
26,Private,224563,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Private,100931,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
19,Private,100009,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
37,Private,83893,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,75573,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,Germany,<=50K
53,Self-emp-inc,197189,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,72,United-States,>50K
18,?,216508,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
42,Private,29320,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,32372,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,99,United-States,<=50K
82,?,194590,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,8,United-States,<=50K
25,Private,226802,11th,7,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
30,Private,76107,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,>50K
22,Private,228516,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
55,Self-emp-not-inc,99551,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,15,United-States,<=50K
32,Private,36467,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
38,Private,243872,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
47,Self-emp-inc,109832,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
27,Private,189702,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,?,230397,Some-college,10,Never-married,?,Own-child,White,Female,0,0,5,United-States,<=50K
64,Private,169871,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
54,Private,115602,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
53,Self-emp-inc,94214,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7298,0,50,Thailand,>50K
21,Private,29810,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
33,Self-emp-inc,155781,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,?,<=50K
41,Private,304605,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,>50K
19,Private,99246,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States,<=50K
41,Private,208613,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,199947,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
67,Local-gov,191800,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,6360,0,35,United-States,<=50K
23,Private,176486,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,25,United-States,<=50K
46,Local-gov,85341,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,56,United-States,<=50K
20,Private,162688,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,163671,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,382499,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
25,Private,250038,9th,5,Never-married,Farming-fishing,Other-relative,White,Male,0,0,45,Mexico,<=50K
32,Private,130304,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,48,United-States,<=50K
30,Private,175878,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K
17,Private,95446,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
61,State-gov,140851,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
40,Private,179666,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,Canada,<=50K
43,Private,59460,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
60,Private,123992,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
34,Private,94235,Bachelors,13,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
21,State-gov,96483,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,12,United-States,<=50K
26,Private,337940,5th-6th,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Mexico,<=50K
44,Local-gov,193425,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,0,40,United-States,>50K
42,Self-emp-not-inc,344624,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,>50K
40,Private,116632,Bachelors,13,Divorced,Sales,Own-child,White,Male,0,0,80,United-States,<=50K
27,Private,168138,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,209768,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
27,Self-emp-not-inc,141795,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
41,Federal-gov,186601,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
53,Private,264939,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,<=50K
43,Federal-gov,197069,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Philippines,>50K
23,Private,223019,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
26,Private,183965,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,65225,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
26,Private,173593,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,Canada,<=50K
29,Private,46609,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,?,<=50K
31,Self-emp-not-inc,181485,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,>50K
33,Local-gov,156015,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
28,Local-gov,98590,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
19,Private,277695,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,<=50K
33,Private,347623,Masters,14,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Private,328466,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
67,?,200862,10th,6,Never-married,?,Not-in-family,Black,Female,0,0,35,United-States,<=50K
17,Local-gov,191910,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
44,?,208726,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
56,Private,371064,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,236421,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
22,Private,141040,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,35,United-States,<=50K
25,Private,102460,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,79797,HS-grad,9,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Japan,>50K
24,Private,234663,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,60,United-States,<=50K
43,Private,106760,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,Canada,>50K
62,Private,68268,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,303521,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,4650,0,45,United-States,<=50K
18,Private,280603,11th,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
18,Private,116528,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
56,Private,205735,1st-4th,2,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
51,Private,189551,HS-grad,9,Divorced,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
50,Private,221532,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
38,Private,287701,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,>50K
20,Private,159297,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
24,Private,194654,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,163671,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,65,United-States,>50K
44,Private,262656,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,0,32,United-States,<=50K
50,Private,36480,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,23324,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Self-emp-not-inc,179048,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Greece,<=50K
26,Private,123472,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
48,Private,96359,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Greece,>50K
27,Local-gov,221317,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
24,Private,203203,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
30,Private,23778,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,123178,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
29,Private,53063,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,41521,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
39,Private,323385,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
34,Private,21755,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,63,United-States,<=50K
42,Private,135056,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
33,Private,104620,Masters,14,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,15,United-States,<=50K
19,Private,97261,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,128272,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
38,Private,103456,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,234537,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,<=50K
26,Private,456618,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Mexico,<=50K
45,Local-gov,197332,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,Private,157473,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,48,United-States,>50K
65,Private,172510,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,1848,0,20,Hungary,<=50K
20,Private,119742,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K
17,Local-gov,308901,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
34,Federal-gov,172716,12th,8,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,362815,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
26,Private,152855,HS-grad,9,Never-married,Exec-managerial,Own-child,Other,Female,0,0,40,Mexico,<=50K
44,Self-emp-not-inc,35166,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States,<=50K
55,Private,199713,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
33,Private,213179,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
53,Self-emp-inc,134793,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
48,Private,278039,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
62,Private,210935,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
57,Private,367334,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,104213,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Private,182108,Doctorate,16,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,>50K
46,State-gov,222374,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,43,United-States,>50K
31,Private,165148,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,12,United-States,<=50K
28,Self-emp-inc,32922,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
20,Private,194630,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
67,?,194456,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,<=50K
18,Self-emp-inc,29582,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
36,Federal-gov,343052,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,174752,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,Private,22743,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,United-States,>50K
25,?,193511,Bachelors,13,Never-married,?,Own-child,White,Female,0,0,35,El-Salvador,<=50K
32,Private,253890,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,29814,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,85,United-States,<=50K
31,Private,375833,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
23,Private,271354,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,50,United-States,>50K
61,Self-emp-not-inc,117387,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
